"","Person.ID.1","Role.1","Year.of.Birth.1","Country.of.Birth.1","Home.Language.1","Dept.No..1","Faculty.No..1","With.PHD.1","No..of.Years.in.Uni.at.Time.of.Grant.1","Number.of.Successful.Grant.1","Number.of.Unsuccessful.Grant.1","A..1","A.1","B.1","C.1","data$Grant.Status","index","age"
"2203","66092","CHIEF_INVESTIGATOR",1960,"Australia","","1033","1","Yes ",">10 to 15",1,2,4,9,3,4,1,2336,47
"2204","407","CHIEF_INVESTIGATOR",1955,"Australia","","2713","25","No",">10 to 15",1,0,6,3,6,2,1,2338,52
"2205","16302","CHIEF_INVESTIGATOR",1960,"Australia","","2253","19","Yes ",">10 to 15",0,0,0,0,1,0,1,2339,47
"2206","66752","CHIEF_INVESTIGATOR",1965,"Australia","","653","7","Yes ",">5 to 10",0,0,0,0,1,1,1,2340,42
"2207","32522","CHIEF_INVESTIGATOR",1970,"Australia","","3198","31","Yes ",">=0 to 5",1,1,5,3,2,0,1,2341,37
"2208","330592","CHIEF_INVESTIGATOR",1965,"Australia","","2553","25","Yes ",">=0 to 5",1,0,0,2,0,0,1,2342,42
"2209","79532","CHIEF_INVESTIGATOR",1950,"Australia","English","2298","46","Yes ","more than 15",0,0,0,5,4,6,1,2343,57
"2210","421337","CHIEF_INVESTIGATOR",1955,"Australia","","2523","25","Yes ","",0,0,0,0,2,0,1,2344,52
"2211","1617","CHIEF_INVESTIGATOR",1965,"Australia","","3098","31","No","Less than 0",0,0,0,3,3,1,1,2345,42
"2212","68857","CHIEF_INVESTIGATOR",1950,"Great Britain","","2298","46","Yes ","more than 15",1,0,0,4,4,7,1,2346,57
"2213","7947","CHIEF_INVESTIGATOR",1960,"Asia Pacific","","3048","31","Yes ",">5 to 10",1,0,19,5,3,3,1,2347,47
"2214","51367","CHIEF_INVESTIGATOR",1955,"Australia","","2653","25","Yes ",">=0 to 5",1,1,3,2,1,1,0,2348,52
"2215","113192","CHIEF_INVESTIGATOR",1965,"Asia Pacific","","3508","4","Yes ",">=0 to 5",0,1,1,1,0,1,0,2349,42
"2216","76022","CHIEF_INVESTIGATOR",1965,"Australia","","2103","19","Yes ",">10 to 15",1,3,15,8,0,0,0,2350,42
"2217","3762","CHIEF_INVESTIGATOR",1960,"Australia","","3198","31","Yes ",">10 to 15",0,3,4,4,5,0,0,2351,47
"2218","9337","CHIEF_INVESTIGATOR",1965,"Australia","","653","7","No","Less than 0",0,1,0,0,0,0,0,2352,42
"2219","29512","CHIEF_INVESTIGATOR",1970,"North America","English","3268","31","Yes ",">=0 to 5",2,3,0,6,0,2,0,2353,37
"2220","24552","CHIEF_INVESTIGATOR",1970,"Australia","","593","7","Yes ",">5 to 10",0,1,0,1,4,0,0,2354,37
"2221","62952","CHIEF_INVESTIGATOR",1935,"Australia","","653","7","No","more than 15",0,1,0,0,0,0,0,2355,72
"2222","72722","CHIEF_INVESTIGATOR",1955,"Australia","English","2103","19","Yes ",">10 to 15",0,0,1,0,3,2,0,2356,52
"2223","491842","CHIEF_INVESTIGATOR",1950,"","",NA,NA,"No","",0,0,0,0,0,0,0,2357,57
"2224","57272","CHIEF_INVESTIGATOR",1975,"North America","","2053","19","Yes ",">=0 to 5",2,1,5,9,2,0,0,2358,32
"2225","77297","CHIEF_INVESTIGATOR",1960,"Australia","","2298","46","Yes ",">10 to 15",1,0,0,1,1,0,1,2359,47
"2226","2697","CHIEF_INVESTIGATOR",1955,"Eastern Europe","","2153","19","Yes ","Less than 0",0,1,0,2,0,0,0,2360,52
"2227","77152","CHIEF_INVESTIGATOR",1955,"Australia","","2178","19","No",">5 to 10",0,1,0,0,0,0,0,2361,52
"2228","67182","CHIEF_INVESTIGATOR",1940,"Australia","","3708","10","No","Less than 0",0,2,0,3,2,2,0,2362,67
"2229","80437","CHIEF_INVESTIGATOR",1955,"Australia","English","2578","25","Yes ",">10 to 15",0,1,2,4,4,3,0,2363,52
"2230","63277","CHIEF_INVESTIGATOR",1955,"Great Britain","","593","7","No","Less than 0",0,1,0,2,1,1,0,2364,52
"2231","28502","CHIEF_INVESTIGATOR",1970,"New Zealand","","2603","25","Yes ",">=0 to 5",0,2,7,8,5,2,0,2365,37
"2232","14487","CHIEF_INVESTIGATOR",1945,"Australia","","2298","46","No","Less than 0",0,3,0,1,0,3,0,2366,62
"2233","112562","CHIEF_INVESTIGATOR",1970,"Australia","","2163","19","Yes ",">=0 to 5",1,0,0,0,0,0,0,2367,37
"2234","113052","CHIEF_INVESTIGATOR",1955,"Australia","","3703","10","Yes ",">=0 to 5",0,1,0,1,0,0,0,2368,52
"2235","74512","CHIEF_INVESTIGATOR",1945,"Australia","","528","7","Yes ",">5 to 10",1,1,2,4,1,0,0,2369,62
"2236","64337","CHIEF_INVESTIGATOR",1945,"Australia","","2558","25","Yes ","more than 15",0,0,4,14,6,1,0,2370,62
"2237","397557","CHIEF_INVESTIGATOR",1960,"Australia","","803","7","Yes ",">=0 to 5",0,1,0,0,0,0,0,2371,47
"2238","488862","CHIEF_INVESTIGATOR",1975,"Australia","English","1258","34","No","Less than 0",0,1,0,0,0,2,0,2372,32
"2239","82452","CHIEF_INVESTIGATOR",1960,"North America","","528","7","Yes ",">10 to 15",0,0,0,9,3,0,0,2373,47
"2240","680542","CHIEF_INVESTIGATOR",1960,"","",NA,NA,"No","",0,0,0,1,0,1,0,2374,47
"2241","116157","CHIEF_INVESTIGATOR",1950,"","",NA,NA,"No","",0,0,3,3,6,2,0,2376,57
"2242","500332","CHIEF_INVESTIGATOR",1970,"Asia Pacific","","3508","4","Yes ",">=0 to 5",0,4,0,0,2,0,0,2377,37
"2243","78572","CHIEF_INVESTIGATOR",1955,"Australia","","2628","25","No","",0,1,5,4,3,1,0,2379,52
"2244","75772","CHIEF_INVESTIGATOR",1970,"Australia","","653","7","Yes ","Less than 0",1,0,0,0,0,0,1,2380,37
"2245","46922","CHIEF_INVESTIGATOR",1965,"Australia","English","2163","19","Yes ",">=0 to 5",0,1,1,2,4,0,1,2382,42
"2246","604692","CHIEF_INVESTIGATOR",1975,"","","2178","19","No","",0,0,0,0,0,2,1,2383,32
"2247","70832","CHIEF_INVESTIGATOR",1955,"Australia","","3028","31","Yes ","more than 15",1,1,13,14,13,3,1,2384,52
"2248","613297","CHIEF_INVESTIGATOR",1975,"Australia","","3123","31","Yes ",">=0 to 5",2,0,0,10,1,1,1,2385,32
"2249","69517","PRINCIPAL_SUPERVISOR",1950,"Australia","English","1258","34","Yes ","more than 15",0,2,7,4,9,37,0,2386,57
"2250","97532","CHIEF_INVESTIGATOR",1970,"Australia","","653","7","No","",0,1,0,0,0,0,0,2387,37
"2251","32522","CHIEF_INVESTIGATOR",1970,"Australia","","3198","31","Yes ",">=0 to 5",1,3,5,3,2,0,0,2388,37
"2252","33752","CHIEF_INVESTIGATOR",1960,"Australia","","2578","25","No",">5 to 10",2,0,1,0,0,0,1,2389,47
"2253","72532","CHIEF_INVESTIGATOR",1955,"Great Britain","English","3268","31","Yes ",">10 to 15",0,1,4,23,3,2,0,2390,52
"2254","659757","CHIEF_INVESTIGATOR",1960,"Australia","","2668","25","Yes ",">=0 to 5",0,2,9,2,1,0,0,2391,47
"2255","547","CHIEF_INVESTIGATOR",1960,"Australia","","2053","19","Yes ",">10 to 15",0,0,8,23,3,0,0,2392,47
"2256","68252","CHIEF_INVESTIGATOR",1960,"Australia","English","528","7","Yes ",">10 to 15",0,2,1,2,1,1,0,2393,47
"2257","64232","CHIEF_INVESTIGATOR",1950,"Asia Pacific","","1678","13","Yes ","more than 15",0,1,1,5,8,0,0,2394,57
"2258","16332","CHIEF_INVESTIGATOR",1955,"","",NA,NA,"No","",0,0,0,0,4,0,0,2396,52
"2259","67412","CHIEF_INVESTIGATOR",1960,"Asia Pacific","English","548","7","Yes ",">10 to 15",0,5,0,1,0,0,0,2398,47
"2260","11372","CHIEF_INVESTIGATOR",1950,"South Africa","","593","7","No","Less than 0",0,1,0,0,2,0,0,2399,57
"2261","65752","CHIEF_INVESTIGATOR",1965,"Australia","English","803","7","No","Less than 0",0,1,0,0,0,0,0,2400,42
"2262","612","DELEGATED_RESEARCHER",1960,"Australia","","3123","31","Yes ",">10 to 15",1,1,7,5,3,0,0,2401,47
"2263","63527","CHIEF_INVESTIGATOR",1955,"Australia","","2558","25","Yes ","more than 15",0,2,1,3,10,2,0,2402,52
"2264","72562","CHIEF_INVESTIGATOR",1970,"North America","","593","7","Yes ",">5 to 10",0,1,2,1,0,0,0,2403,37
"2265","13612","CHIEF_INVESTIGATOR",1965,"Australia","","828","7","Yes ",">5 to 10",0,1,2,1,2,3,0,2404,42
"2266","78132","CHIEF_INVESTIGATOR",1970,"Australia","","3508","4","Yes ",">5 to 10",3,0,2,6,0,0,1,2405,37
"2267","80387","CHIEF_INVESTIGATOR",1945,"Great Britain","","3258","31","No","",0,2,3,1,1,0,0,2406,62
"2268","140882","CHIEF_INVESTIGATOR",1965,"Australia","","3073","31","No","",0,1,0,0,0,1,0,2407,42
"2269","70682","CHIEF_INVESTIGATOR",1960,"Australia","","3198","31","Yes ","more than 15",0,1,10,2,5,1,0,2409,47
"2270","2107","CHIEF_INVESTIGATOR",1960,"Australia","English","528","7","Yes ",">=0 to 5",0,2,1,4,1,0,0,2410,47
"2271","17427","CHIEF_INVESTIGATOR",1970,"Australia","","528","7","Yes ","Less than 0",0,1,0,3,0,0,0,2411,37
"2272","73717","CHIEF_INVESTIGATOR",1965,"Australia","","2558","25","Yes ",">=0 to 5",0,2,0,0,2,0,0,2412,42
"2273","8667","CHIEF_INVESTIGATOR",1965,"Australia","","3658","22","Yes ",">5 to 10",1,1,1,5,0,0,1,2413,42
"2274","34737","CHIEF_INVESTIGATOR",1970,"North America","","2603","25","Yes ","Less than 0",3,7,2,8,10,1,1,2414,37
"2275","65017","CHIEF_INVESTIGATOR",1950,"","",NA,NA,"No","",0,0,0,5,0,0,0,2415,57
"2276","95932","CHIEF_INVESTIGATOR",1970,"Asia Pacific","Other","1998","19","Yes ",">5 to 10",0,1,0,0,0,0,0,2416,37
"2277","37242","CHIEF_INVESTIGATOR",1955,"Great Britain","","653","7","Yes ",">=0 to 5",1,0,0,0,0,0,1,2417,52
"2278","11612","CHIEF_INVESTIGATOR",1960,"Australia","","3508","4","Yes ",">5 to 10",1,0,10,1,0,0,1,2418,47
"2279","33097","CHIEF_INVESTIGATOR",1975,"Australia","","528","7","No","Less than 0",0,1,0,0,1,1,0,2419,32
"2280","113607","CHIEF_INVESTIGATOR",1970,"Great Britain","","603","7","No",">=0 to 5",0,0,0,1,0,3,0,2420,37
"2281","81117","CHIEF_INVESTIGATOR",1950,"Great Britain","English","2253","19","No","Less than 0",1,2,7,12,11,3,0,2421,57
"2282","70907","CHIEF_INVESTIGATOR",1955,"","",NA,NA,"No","",0,0,0,0,0,0,1,2422,52
"2283","14182","CHIEF_INVESTIGATOR",1965,"Australia","","953",NA,"No","",0,1,0,0,0,0,0,2423,42
"2284","613502","CHIEF_INVESTIGATOR",1955,"","","653","7","No",">=0 to 5",0,1,0,0,0,0,0,2424,52
"2285","398112","CHIEF_INVESTIGATOR",1975,"Great Britain","","528","7","Yes ",">=0 to 5",1,1,0,0,4,0,0,2425,32
"2286","76792","HONVISIT",1970,"Australia","","2828","25","No",">5 to 10",0,1,0,4,2,2,0,2426,37
"2287","643862","CHIEF_INVESTIGATOR",1980,"Australia","","1258","34","Yes ",">=0 to 5",0,2,0,1,0,0,0,2427,27
"2288","489582","CHIEF_INVESTIGATOR",1975,"Great Britain","","3048","31","Yes ",">=0 to 5",1,1,12,1,3,1,1,2428,32
"2289","17657","CHIEF_INVESTIGATOR",1965,"Asia Pacific","","528","7","Yes ",">5 to 10",0,1,0,4,0,1,0,2429,42
"2290","500197","CHIEF_INVESTIGATOR",1970,"Asia Pacific","Other","2163","19","No","",0,1,0,0,0,0,0,2430,37
"2291","64342","CHIEF_INVESTIGATOR",1950,"Australia","","528","7","Yes ",">10 to 15",0,1,0,1,2,0,0,2431,57
"2292","63492","CHIEF_INVESTIGATOR",1945,"Australia","","2523","25","No","Less than 0",0,2,1,1,10,4,0,2432,62
"2293","75382","CHIEF_INVESTIGATOR",1945,"Asia Pacific","","2053","19","No","Less than 0",0,1,5,15,2,1,0,2433,62
"2294","19897","CHIEF_INVESTIGATOR",1970,"Australia","","3123","31","No","Less than 0",1,1,1,12,1,0,0,2434,37
"2295","2577","CHIEF_INVESTIGATOR",1950,"Australia","","2558","25","No","more than 15",0,1,1,2,3,4,0,2435,57
"2296","730217","CHIEF_INVESTIGATOR",1970,"","",NA,NA,"No","",0,0,0,0,0,0,0,2436,37
"2297","575052","CHIEF_INVESTIGATOR",1965,"","","3943","31","Yes ",">=0 to 5",0,0,3,0,0,0,0,2437,42
"2298","4302","CHIEF_INVESTIGATOR",1965,"Australia","","3198","31","Yes ",">10 to 15",4,4,2,9,8,3,1,2438,42
"2299","98212","CHIEF_INVESTIGATOR",1965,"Australia","","2653","25","No","more than 15",2,1,9,7,3,0,0,2439,42
"2300","124722","CHIEF_INVESTIGATOR",1975,"Australia","","3258","31","Yes ",">=0 to 5",1,0,7,5,5,0,1,2440,32
"2301","89627","CHIEF_INVESTIGATOR",1975,"Australia","","2653","25","Yes ",">=0 to 5",0,1,1,0,1,0,0,2441,32
"2302","50052","CHIEF_INVESTIGATOR",1970,"Australia","","653","7","Yes ","Less than 0",0,1,0,2,0,0,0,2442,37
"2303","80967","CHIEF_INVESTIGATOR",1950,"Australia","English","3708","10","Yes ","more than 15",1,0,1,0,0,3,1,2443,57
"2304","45967","CHIEF_INVESTIGATOR",1975,"Australia","","2163","19","Yes ",">=0 to 5",0,1,0,0,2,0,0,2444,32
"2305","113027","CHIEF_INVESTIGATOR",1955,"Australia","","2153","19","Yes ",">=0 to 5",0,1,3,4,1,0,0,2445,52
"2306","78282","CHIEF_INVESTIGATOR",1960,"Australia","","3508","4","No","",0,1,0,2,1,1,0,2446,47
"2307","482182","CHIEF_INVESTIGATOR",1945,"Australia","","653","7","No",">=0 to 5",0,1,0,0,0,0,0,2447,62
"2308","76752","CHIEF_INVESTIGATOR",1950,"Australia","","528","7","Yes ",">=0 to 5",0,1,0,5,0,0,0,2448,57
"2309","73627","CHIEF_INVESTIGATOR",1960,"Australia","","1038","1","Yes ",">10 to 15",0,0,1,19,5,1,0,2449,47
"2310","490032","CHIEF_INVESTIGATOR",1975,"Australia","","803","7","No",">=0 to 5",0,1,0,0,0,0,0,2450,32
"2311","1277","CHIEF_INVESTIGATOR",1955,"Australia","English","653","7","No","Less than 0",0,1,0,1,1,0,0,2451,52
"2312","41912","CHIEF_INVESTIGATOR",1960,"Eastern Europe","","3048","31","Yes ",">=0 to 5",1,1,1,9,1,1,0,2452,47
"2313","37947","CHIEF_INVESTIGATOR",1950,"Australia","","653","7","No","",0,1,0,0,0,0,0,2453,57
"2314","80077","CHIEF_INVESTIGATOR",1955,"Australia","","3098","31","Yes ","more than 15",0,0,3,8,5,1,1,2454,52
"2315","31722","CHIEF_INVESTIGATOR",1970,"Australia","","3258","31","Yes ",">5 to 10",0,1,2,1,0,0,0,2455,37
"2316","23997","CHIEF_INVESTIGATOR",1965,"Australia","","2628","25","No","Less than 0",3,0,17,10,5,0,1,2456,42
"2317","78782","PRINCIPAL_SUPERVISOR",1955,"Australia","","2678","25","Yes ",">10 to 15",5,1,1,3,14,3,0,2457,52
"2318","19922","CHIEF_INVESTIGATOR",1960,"Australia","","2578","25","Yes ",">5 to 10",0,2,0,0,5,0,0,2458,47
"2319","26107","CHIEF_INVESTIGATOR",1970,"Australia","","2558","25","Yes ",">5 to 10",2,2,1,4,5,0,0,2459,37
"2320","85917","CHIEF_INVESTIGATOR",1965,"Australia","","1578","13","Yes ",">=0 to 5",0,1,2,1,0,0,0,2460,42
"2321","7947","CHIEF_INVESTIGATOR",1960,"Asia Pacific","","3048","31","Yes ",">5 to 10",1,0,19,5,3,3,1,2461,47
"2322","62872","CHIEF_INVESTIGATOR",1950,"Great Britain","","528","7","Yes ","more than 15",0,1,0,3,1,1,0,2462,57
"2323","6077","CHIEF_INVESTIGATOR",1955,"Australia","English","4188","64","No","more than 15",0,0,0,2,1,0,0,2463,52
"2324","113027","CHIEF_INVESTIGATOR",1955,"Australia","","2153","19","Yes ",">=0 to 5",0,1,3,4,1,0,0,2464,52
"2325","124932","CHIEF_INVESTIGATOR",1970,"Australia","","1578","13","Yes ",">=0 to 5",0,1,0,0,0,0,1,2465,37
"2326","23912","CHIEF_INVESTIGATOR",1965,"Australia","","528","7","No","",0,3,0,0,3,5,0,2466,42
"2327","76312","CHIEF_INVESTIGATOR",1955,"Australia","English","2298","46","Yes ",">5 to 10",0,0,2,0,2,4,0,2467,52
"2328","39812","CHIEF_INVESTIGATOR",1950,"Australia","","2603","25","Yes ",">=0 to 5",2,0,7,17,3,3,1,2468,57
"2329","688372","CHIEF_INVESTIGATOR",1975,"","","3098","31","No","",0,1,0,0,0,0,0,2469,32
"2330","71902","CHIEF_INVESTIGATOR",1940,"","",NA,NA,"No","",0,0,0,1,1,0,0,2470,67
"2331","82507","CHIEF_INVESTIGATOR",1960,"Australia","English","2053","19","Yes ","more than 15",0,1,3,7,3,3,0,2471,47
"2332","72957","CHIEF_INVESTIGATOR",1960,"New Zealand","","3048","31","Yes ",">10 to 15",2,1,22,6,14,23,0,2472,47
"2333","497907","CHIEF_INVESTIGATOR",1970,"Australia","","2578","25","Yes ","Less than 0",0,0,3,1,1,0,0,2473,37
"2334","111122","CHIEF_INVESTIGATOR",1970,"Australia","","3048","31","Yes ",">=0 to 5",1,1,4,5,5,0,0,2474,37
"2335","27192","CHIEF_INVESTIGATOR",1970,"Australia","","653","7","Yes ",">5 to 10",2,1,3,0,0,0,0,2475,37
"2336","3812","CHIEF_INVESTIGATOR",1960,"Australia","","2298","46","Yes ",">5 to 10",0,2,0,1,11,2,0,2476,47
"2337","145447","CHIEF_INVESTIGATOR",1970,"Great Britain","","3198","31","Yes ",">=0 to 5",0,0,4,3,0,1,0,2477,37
"2338","94187","CHIEF_INVESTIGATOR",1975,"Australia","","2053","19","No","Less than 0",0,1,7,0,1,0,0,2479,32
"2339","131112","CHIEF_INVESTIGATOR",1970,"Australia","","3198","31","Yes ",">=0 to 5",1,1,6,15,2,0,0,2480,37
"2340","24252","CHIEF_INVESTIGATOR",1960,"Australia","","653","7","No","",0,1,0,0,1,0,0,2482,47
"2341","13682","CHIEF_INVESTIGATOR",1965,"Western Europe","English","1258","34","Yes ",">5 to 10",1,1,1,15,1,0,0,2483,42
"2342","93362","CHIEF_INVESTIGATOR",1965,"Australia","","2713","25","No",">=0 to 5",0,1,2,4,0,2,0,2484,42
"2343","32422","CHIEF_INVESTIGATOR",1970,"Australia","","803","7","Yes ",">=0 to 5",1,1,0,3,0,0,0,2485,37
"2344","14112","CHIEF_INVESTIGATOR",1975,"Australia","","3048","31","No","Less than 0",0,1,4,1,2,1,0,2487,32
"2345","52337","CHIEF_INVESTIGATOR",1970,"Australia","","2153","19","Yes ",">=0 to 5",0,1,3,2,0,0,0,2488,37
"2346","2697","CHIEF_INVESTIGATOR",1955,"Eastern Europe","","2153","19","Yes ","Less than 0",0,1,0,2,0,0,0,2489,52
"2347","744787","CHIEF_INVESTIGATOR",1975,"","","828","7","No","",0,1,0,0,0,0,0,2490,32
"2348","43597","CHIEF_INVESTIGATOR",1965,"South Africa","","803","7","No","Less than 0",1,1,6,18,5,5,1,2491,42
"2349","74487","CHIEF_INVESTIGATOR",1960,"Australia","","2603","25","No",">10 to 15",1,0,14,8,7,2,1,2492,47
"2350","637532","CHIEF_INVESTIGATOR",1975,"","","3268","31","No","",0,1,0,0,0,0,0,2493,32
"2351","1797","CHIEF_INVESTIGATOR",1960,"North America","","2678","25","Yes ",">5 to 10",4,12,0,9,7,0,0,2494,47
"2352","39647","CHIEF_INVESTIGATOR",1970,"Australia","","2163","19","Yes ",">=0 to 5",2,2,1,15,6,6,1,2495,37
"2353","5552","CHIEF_INVESTIGATOR",1955,"Australia","","548","7","Yes ",">5 to 10",0,1,0,0,1,2,0,2496,52
"2354","487812","CHIEF_INVESTIGATOR",1965,"Western Europe","Other","2163","19","Yes ",">=0 to 5",0,1,0,2,3,0,0,2497,42
"2355","40607","CHIEF_INVESTIGATOR",1960,"Australia","","1578","13","Yes ",">=0 to 5",0,0,0,0,0,0,1,2498,47
"2356","265767","CHIEF_INVESTIGATOR",1965,"Australia","English","653","7","No","Less than 0",0,1,0,0,1,0,0,2499,42
"2357","57272","CHIEF_INVESTIGATOR",1975,"North America","","2053","19","Yes ",">=0 to 5",2,1,5,9,2,0,0,2500,32
"2358","595792","CHIEF_INVESTIGATOR",1975,"","","3198","31","No","",0,1,4,1,0,0,0,2502,32
"2359","126927","CHIEF_INVESTIGATOR",1965,"Australia","","2053","19","Yes ",">=0 to 5",0,2,11,6,4,0,0,2503,42
"2360","69612","CHIEF_INVESTIGATOR",1965,"Australia","","653","7","No","Less than 0",0,0,0,3,1,3,1,2504,42
"2361","79742","CHIEF_INVESTIGATOR",1950,"Great Britain","","3028","31","No","Less than 0",0,2,0,12,14,4,0,2505,57
"2362","13812","CHIEF_INVESTIGATOR",1975,"Australia","","2178","19","Yes ",">=0 to 5",0,1,1,0,5,0,0,2506,32
"2363","67732","CHIEF_INVESTIGATOR",1965,"Australia","","528","7","Yes ",">10 to 15",0,1,2,2,2,0,0,2507,42
"2364","31592","CHIEF_INVESTIGATOR",1960,"Australia","","528","7","Yes ",">5 to 10",0,1,0,0,1,2,0,2508,47
"2365","701802","CHIEF_INVESTIGATOR",1975,"Australia","","3268","31","Yes ",">=0 to 5",0,1,0,2,5,0,0,2509,32
"2366","698007","CHIEF_INVESTIGATOR",1940,"","","2523","25","Yes ",">=0 to 5",0,0,2,1,0,1,0,2510,67
"2367","14152","CHIEF_INVESTIGATOR",1975,"Australia","","3198","31","Yes ",">=0 to 5",1,1,25,5,1,0,1,2511,32
"2368","39457","CHIEF_INVESTIGATOR",1960,"Australia","","3123","31","Yes ",">=0 to 5",0,2,0,3,5,2,0,2512,47
"2369","22322","CHIEF_INVESTIGATOR",1955,"Western Europe","","3508","4","Yes ",">5 to 10",0,1,0,0,1,2,0,2513,52
"2370","66752","CHIEF_INVESTIGATOR",1965,"Australia","","653","7","Yes ",">5 to 10",0,0,0,0,1,1,1,2514,42
"2371","66107","CHIEF_INVESTIGATOR",1960,"New Zealand","","2163","19","Yes ","more than 15",1,0,1,3,8,0,1,2515,47
"2372","35602","CHIEF_INVESTIGATOR",1965,"Australia","","2653","25","Yes ",">=0 to 5",1,1,13,6,6,6,0,2516,42
"2373","132957","CHIEF_INVESTIGATOR",1965,"Australia","","2853","25","No",">=0 to 5",0,1,1,1,2,0,0,2517,42
"2374","30437","CHIEF_INVESTIGATOR",1975,"Australia","","3703","10","Yes ",">=0 to 5",0,1,0,1,0,0,0,2518,32
"2375","34417","CHIEF_INVESTIGATOR",1970,"Australia","","1578","13","Yes ",">=0 to 5",1,0,8,6,1,0,1,2519,37
"2376","117737","CHIEF_INVESTIGATOR",1980,"Australia","","653","7","No","",0,1,0,0,0,0,0,2520,27
"2377","73017","CHIEF_INVESTIGATOR",1960,"The Americas","","2103","19","Yes ",">10 to 15",0,4,5,1,3,3,0,2522,47
"2378","80722","CHIEF_INVESTIGATOR",1950,"Australia","English","2298","46","Yes ","more than 15",1,0,1,6,1,7,1,2524,57
"2379","64337","CHIEF_INVESTIGATOR",1945,"Australia","","2558","25","Yes ","more than 15",0,0,4,14,6,1,0,2525,62
"2380","14757","CHIEF_INVESTIGATOR",1975,"Australia","","2053","19","No",">=0 to 5",0,0,10,7,3,1,0,2526,32
"2381","80137","DELEGATED_RESEARCHER",1950,"Australia","","2163","19","Yes ","more than 15",0,0,3,8,1,0,1,2527,57
"2382","20497","CHIEF_INVESTIGATOR",1965,"Middle East and Africa","Other","1258","34","Yes ",">5 to 10",2,1,0,5,0,1,0,2529,42
"2383","66987","CHIEF_INVESTIGATOR",1970,"Australia","","2178","19","Yes ",">=0 to 5",0,1,0,3,2,0,0,2530,37
"2384","66007","CHIEF_INVESTIGATOR",1955,"Australia","","3268","31","Yes ","more than 15",1,0,2,23,11,2,1,2531,52
"2385","66482","CHIEF_INVESTIGATOR",1960,"Australia","","528","7","Yes ",">=0 to 5",1,0,1,7,6,1,1,2532,47
"2386","10377","CHIEF_INVESTIGATOR",1975,"Australia","English","593","7","Yes ",">=0 to 5",0,1,1,1,0,1,0,2533,32
"2387","86212","CHIEF_INVESTIGATOR",1975,"Australia","","2163","19","No","Less than 0",1,1,1,1,0,0,0,2534,32
"2388","26597","CHIEF_INVESTIGATOR",1975,"Australia","","653","7","No","",0,1,0,0,0,0,0,2535,32
"2389","93342","CHIEF_INVESTIGATOR",1950,"Great Britain","","528","7","No","Less than 0",0,1,0,0,0,0,0,2536,57
"2390","358382","CHIEF_INVESTIGATOR",1975,"Australia","","1798","118","No","Less than 0",1,1,0,0,1,1,0,2537,32
"2391","1797","CHIEF_INVESTIGATOR",1960,"North America","","2678","25","Yes ",">5 to 10",4,12,0,9,7,0,0,2538,47
"2392","75377","CHIEF_INVESTIGATOR",1955,"Australia","","2053","19","Yes ","more than 15",6,1,19,7,12,14,1,2539,52
"2393","126927","CHIEF_INVESTIGATOR",1965,"Australia","","2053","19","Yes ",">=0 to 5",0,2,11,6,4,0,0,2540,42
"2394","6397","CHIEF_INVESTIGATOR",1960,"Great Britain","English","828","7","Yes ",">10 to 15",0,1,5,11,6,0,0,2541,47
"2395","11282","CHIEF_INVESTIGATOR",1945,"Eastern Europe","","803","7","No","Less than 0",0,1,0,4,1,0,0,2542,62
"2396","137427","CHIEF_INVESTIGATOR",1970,"Great Britain","","828","7","Yes ",">=0 to 5",0,1,0,0,3,0,0,2543,37
"2397","89467","PRINCIPAL_SUPERVISOR",1960,"New Zealand","","2678","25","No","",1,1,8,2,2,0,0,2544,47
"2398","28342","CHIEF_INVESTIGATOR",1960,"Australia","","2153","19","Yes ","Less than 0",2,1,0,4,6,0,1,2545,47
"2399","32052","CHIEF_INVESTIGATOR",1975,"Australia","","3198","31","No","Less than 0",0,1,6,5,5,3,0,2546,32
"2400","500392","CHIEF_INVESTIGATOR",1975,"","","2578","25","Yes ","",0,1,0,0,0,1,0,2547,32
"2401","19662","CHIEF_INVESTIGATOR",1965,"Australia","","3123","31","No","",0,1,0,0,0,1,0,2548,42
"2402","117462","CHIEF_INVESTIGATOR",1965,"Great Britain","","1258","34","Yes ",">=0 to 5",0,2,1,6,1,0,0,2549,42
"2403","64642","CHIEF_INVESTIGATOR",1955,"Great Britain","","528","7","Yes ","more than 15",1,0,0,11,1,2,1,2550,52
"2404","131877","CHIEF_INVESTIGATOR",1970,"Australia","","653","7","Yes ","Less than 0",0,1,0,0,2,1,0,2551,37
"2405","8312","CHIEF_INVESTIGATOR",1970,"Australia","","1798","118","No","",0,1,0,4,1,0,0,2552,37
"2406","115252","CHIEF_INVESTIGATOR",1950,"Great Britain","","528","7","No",">=0 to 5",0,1,0,1,0,0,0,2553,57
"2407","500417","CHIEF_INVESTIGATOR",1970,"Australia","","3028","31","Yes ",">=0 to 5",4,0,2,6,0,0,1,2554,37
"2408","662597","CHIEF_INVESTIGATOR",1970,"Great Britain","","1578","13","Yes ",">=0 to 5",0,1,1,2,6,0,0,2555,37
"2409","24577","CHIEF_INVESTIGATOR",1965,"Australia","","653","7","Yes ",">5 to 10",0,1,2,0,0,0,0,2556,42
"2410","32907","CHIEF_INVESTIGATOR",1965,"Western Europe","Other","1678","13","Yes ",">=0 to 5",1,0,0,2,10,1,1,2557,42
