"","factorName","coefficents"
"Person.ID.143597","Person.ID.143597",-1.03555267686354
"Person.ID.143882","Person.ID.143882",1.11901506623599
"Person.ID.144022","Person.ID.144022",0.0694922028783864
"Person.ID.144097","Person.ID.144097",-20.4407868224567
"Person.ID.144162","Person.ID.144162",-18.8681889237166
"Person.ID.144252","Person.ID.144252",-1.10522056850437
"Person.ID.144697","Person.ID.144697",-0.138293040854887
"Person.ID.144737","Person.ID.144737",-0.703307745622607
"Person.ID.144782","Person.ID.144782",-18.1359535991381
"Person.ID.144852","Person.ID.144852",-1.88835413259603
"Person.ID.144907","Person.ID.144907",-0.923699117222843
"Person.ID.145012","Person.ID.145012",1.16896283462815
"Person.ID.145317","Person.ID.145317",-0.451642990635378
"Person.ID.145462","Person.ID.145462",-0.397765275217829
"Person.ID.145847","Person.ID.145847",-20.1647934444127
"Person.ID.145967","Person.ID.145967",-18.4649955511618
"Person.ID.145972","Person.ID.145972",-0.203322750710037
"Person.ID.145997","Person.ID.145997",15.1141169426225
"Person.ID.146127","Person.ID.146127",1.02674114508466
"Person.ID.146132","Person.ID.146132",-0.924546933338602
"Person.ID.146182","Person.ID.146182",-20.5599528800538
"Person.ID.146237","Person.ID.146237",-0.485735873935911
"Person.ID.146587","Person.ID.146587",-17.9168832431162
"Person.ID.146682","Person.ID.146682",-0.963966978532257
"Person.ID.146697","Person.ID.146697",18.0374062943046
"Person.ID.146772","Person.ID.146772",17.269819777169
"Person.ID.146922","Person.ID.146922",-1.12608404386559
"Person.ID.147057","Person.ID.147057",-0.631966009937858
"Person.ID.147257","Person.ID.147257",-1.23281352225676
"Person.ID.147467","Person.ID.147467",-19.7331606844505
"Person.ID.147517","Person.ID.147517",-2.21513284034624
"Person.ID.147947","Person.ID.147947",-0.223968351205202
"Person.ID.147992","Person.ID.147992",-18.1200548269697
"Person.ID.148017","Person.ID.148017",-0.630316155032311
"Person.ID.148632","Person.ID.148632",-1.7429630398626
"Person.ID.148892","Person.ID.148892",-0.731422262878183
"Person.ID.149017","Person.ID.149017",-17.4596172154855
"Person.ID.149097","Person.ID.149097",-1.51376941656662
"Person.ID.149227","Person.ID.149227",0.145674254816074
"Person.ID.149532","Person.ID.149532",-1.55188617443413
"Person.ID.149592","Person.ID.149592",1.74017561332948
"Person.ID.149972","Person.ID.149972",-1.32573391777967
"Person.ID.150027","Person.ID.150027",16.7455100521999
"Person.ID.150032","Person.ID.150032",16.785195305912
"Person.ID.150052","Person.ID.150052",-19.4310881944436
"Person.ID.150952","Person.ID.150952",-17.7385514923463
"Person.ID.151502","Person.ID.151502",1.48270435528695
"Person.ID.151677","Person.ID.151677",-18.1722514673362
"Person.ID.152017","Person.ID.152017",-17.9186422027054
"Person.ID.152337","Person.ID.152337",-2.5350847930434
"Person.ID.152602","Person.ID.152602",0.646228076320577
"Person.ID.153202","Person.ID.153202",-1.44910699706702
"Person.ID.153237","Person.ID.153237",-18.8822364151451
"Person.ID.153507","Person.ID.153507",-2.52016368348188
"Person.ID.153587","Person.ID.153587",-18.960709637451
"Person.ID.153752","Person.ID.153752",0.181850757609719
"Person.ID.154322","Person.ID.154322",0.870020939999428
"Person.ID.154487","Person.ID.154487",-19.1980007702932
"Person.ID.154737","Person.ID.154737",15.7395489374028
"Person.ID.154922","Person.ID.154922",-0.658812667729278
"Person.ID.155127","Person.ID.155127",-0.239791986738174
"Person.ID.155337","Person.ID.155337",-2.68391275888796
"Person.ID.155437","Person.ID.155437",0.0443409135239825
"Person.ID.155532","Person.ID.155532",-19.6115354733482
"Person.ID.155677","Person.ID.155677",-2.18463159062298
"Person.ID.156097","Person.ID.156097",0.138320807167296
"Person.ID.156387","Person.ID.156387",-1.44701123125396
"Person.ID.156447","Person.ID.156447",-19.4765189181
"Person.ID.157192","Person.ID.157192",-0.729047075524501
"Person.ID.157272","Person.ID.157272",-2.09400646977488
"Person.ID.158647","Person.ID.158647",-1.90862666431202
"Person.ID.160082","Person.ID.160082",-18.1839566593278
"Person.ID.160517","Person.ID.160517",-1.2576565119608
"Person.ID.160697","Person.ID.160697",-1.2596244807701
"Person.ID.161672","Person.ID.161672",-0.500883551809328
"Person.ID.162872","Person.ID.162872",-1.02073421063884
"Person.ID.162902","Person.ID.162902",-0.251707097791428
"Person.ID.162937","Person.ID.162937",-0.638776968166422
"Person.ID.162952","Person.ID.162952",0.0232775036632336
"Person.ID.162967","Person.ID.162967",-18.6481683581858
"Person.ID.163117","Person.ID.163117",17.1147040767412
"Person.ID.163137","Person.ID.163137",-18.9269277842749
"Person.ID.163187","Person.ID.163187",-2.01008578514708
"Person.ID.163207","Person.ID.163207",17.3821422657532
"Person.ID.163217","Person.ID.163217",0.373850481776425
"Person.ID.163222","Person.ID.163222",-1.57967437625909
"Person.ID.163232","Person.ID.163232",-0.377364492790205
"Person.ID.163427","Person.ID.163427",-20.544412836992
"Person.ID.163437","Person.ID.163437",-0.395295103899162
"Person.ID.163452","Person.ID.163452",-1.82768256065897
"Person.ID.163462","Person.ID.163462",-0.671191968852987
"Person.ID.163492","Person.ID.163492",-1.33084575045095
"Person.ID.163527","Person.ID.163527",-18.9819687094576
"Person.ID.163542","Person.ID.163542",18.119101654415
"Person.ID.163552","Person.ID.163552",-1.26149653829183
"Person.ID.163562","Person.ID.163562",-0.933037886577455
"Person.ID.163667","Person.ID.163667",-1.42924100129543
"Person.ID.163722","Person.ID.163722",-1.4333812106442
"Person.ID.163757","Person.ID.163757",-2.36966565288018
"Person.ID.163772","Person.ID.163772",-0.583420250415184
"Person.ID.163782","Person.ID.163782",-2.36197756260899
"Person.ID.163812","Person.ID.163812",-2.17276901919429
"Person.ID.163942","Person.ID.163942",-1.03428384882756
"Person.ID.163962","Person.ID.163962",16.5255628233831
"Person.ID.164077","Person.ID.164077",0.0353505634195186
"Person.ID.164162","Person.ID.164162",-1.30672217425194
"Person.ID.164232","Person.ID.164232",-1.19940864379595
"Person.ID.164237","Person.ID.164237",-1.96729968588358
"Person.ID.164272","Person.ID.164272",-1.42693714540473
"Person.ID.164277","Person.ID.164277",-3.29135275995287
"Person.ID.164307","Person.ID.164307",16.5961393803825
"Person.ID.164332","Person.ID.164332",-19.7062957783801
"Person.ID.164337","Person.ID.164337",-2.96169651346145
"Person.ID.164342","Person.ID.164342",-18.8336879649154
"Person.ID.164347","Person.ID.164347",-0.0137031952535963
"Person.ID.164352","Person.ID.164352",-0.722827074258208
"Person.ID.164357","Person.ID.164357",-2.73056094462428
"Person.ID.164517","Person.ID.164517",0.100140552023132
"Person.ID.164522","Person.ID.164522",16.8644615274003
"Person.ID.164657","Person.ID.164657",-0.859847940285066
"Person.ID.164702","Person.ID.164702",17.5935363638852
"Person.ID.164777","Person.ID.164777",-0.454428103828157
"Person.ID.164807","Person.ID.164807",-0.790541604991167
"Person.ID.164867","Person.ID.164867",-2.08864263155145
"Person.ID.164927","Person.ID.164927",-0.304554948663539
"Person.ID.165017","Person.ID.165017",-19.4846317915253
"Person.ID.165072","Person.ID.165072",17.9455109486161
"Person.ID.165077","Person.ID.165077",-1.57740838515639
"Person.ID.165307","Person.ID.165307",17.6650691140067
"Person.ID.165342","Person.ID.165342",-1.91709711119903
"Person.ID.165387","Person.ID.165387",-1.23824053336969
"Person.ID.165402","Person.ID.165402",-0.315039047751394
"Person.ID.165437","Person.ID.165437",-1.06952114054397
"Person.ID.165487","Person.ID.165487",-0.398163396883241
"Person.ID.165657","Person.ID.165657",17.5936477350248
"Person.ID.165667","Person.ID.165667",-19.3379350990898
"Person.ID.165712","Person.ID.165712",0.521337092067327
"Person.ID.165767","Person.ID.165767",-18.1174907476994
"Person.ID.165782","Person.ID.165782",-1.55907622408875
"Person.ID.165802","Person.ID.165802",-18.6047886983206
"Person.ID.165812","Person.ID.165812",15.6662030090546
"Person.ID.165967","Person.ID.165967",-1.11137599224002
"Person.ID.166007","Person.ID.166007",16.3353346273352
"Person.ID.166047","Person.ID.166047",-2.12960718446537
"Person.ID.166062","Person.ID.166062",-0.874500256350804
"Person.ID.166077","Person.ID.166077",-1.54115891310839
"Person.ID.166092","Person.ID.166092",-0.48641701097801
"Person.ID.166107","Person.ID.166107",-1.34243741396891
"Person.ID.166197","Person.ID.166197",16.5408400903218
"Person.ID.166322","Person.ID.166322",-0.563453377067533
"Person.ID.166352","Person.ID.166352",-1.61046737339733
"Person.ID.166462","Person.ID.166462",-18.2776638348101
"Person.ID.166482","Person.ID.166482",-1.7133255072648
"Person.ID.166487","Person.ID.166487",16.5122200397821
"Person.ID.166637","Person.ID.166637",17.8039037218448
"Person.ID.166657","Person.ID.166657",-0.949501038338218
"Person.ID.166672","Person.ID.166672",-1.81757172498454
"Person.ID.166717","Person.ID.166717",-1.31163090241146
"Person.ID.166722","Person.ID.166722",-0.536043131566368
"Person.ID.166732","Person.ID.166732",-2.63955911593073
"Person.ID.166737","Person.ID.166737",-3.01070847593695
"Person.ID.166752","Person.ID.166752",0.326305030059812
"Person.ID.166772","Person.ID.166772",-1.24786184041207
"Person.ID.166782","Person.ID.166782",-0.996749942871044
"Person.ID.166877","Person.ID.166877",-0.87043898205684
"Person.ID.166887","Person.ID.166887",1.02625415194264
"Person.ID.166897","Person.ID.166897",-18.5492917832937
"Person.ID.166917","Person.ID.166917",-2.21735491309672
"Person.ID.166922","Person.ID.166922",-1.41695477332695
"Person.ID.166932","Person.ID.166932",-18.1171300310078
"Person.ID.166957","Person.ID.166957",-0.451545476790905
"Person.ID.166987","Person.ID.166987",-1.57439050053342
"Person.ID.167007","Person.ID.167007",0.265132500899985
"Person.ID.167037","Person.ID.167037",1.43672659523106
"Person.ID.167077","Person.ID.167077",-19.1343003065052
"Person.ID.167097","Person.ID.167097",-1.74821046990241
"Person.ID.167152","Person.ID.167152",-3.16207362394064
"Person.ID.167182","Person.ID.167182",-18.4963662436717
"Person.ID.167272","Person.ID.167272",-0.852957950280199
"Person.ID.167282","Person.ID.167282",-0.478368547249627
"Person.ID.167297","Person.ID.167297",-1.41505990975829
"Person.ID.167327","Person.ID.167327",-1.67787902305718
"Person.ID.167392","Person.ID.167392",0.0468963315072216
"Person.ID.167412","Person.ID.167412",-1.72156107385587
"Person.ID.167447","Person.ID.167447",17.0732815500087
"Person.ID.167467","Person.ID.167467",-0.868945121282356
"Person.ID.167472","Person.ID.167472",-19.4553764475396
"Person.ID.167502","Person.ID.167502",-0.322102726079158
"Person.ID.167537","Person.ID.167537",1.14428858422976
"Person.ID.167622","Person.ID.167622",-18.4176151880661
"Person.ID.167647","Person.ID.167647",-0.943967490368517
"Person.ID.167657","Person.ID.167657",-0.89085338451453
"Person.ID.167732","Person.ID.167732",-18.9970509159067
"Person.ID.167787","Person.ID.167787",-19.4523864037821
"Person.ID.167847","Person.ID.167847",-1.07232473475575
"Person.ID.167872","Person.ID.167872",-0.996469480233543
"Person.ID.167932","Person.ID.167932",-0.670523408412951
"Person.ID.167962","Person.ID.167962",-0.965405165080502
"Person.ID.168032","Person.ID.168032",-16.6848519778915
"Person.ID.168117","Person.ID.168117",-19.5750255152466
"Person.ID.168202","Person.ID.168202",15.8373443085704
"Person.ID.168232","Person.ID.168232",-2.3371154233853
"Person.ID.168252","Person.ID.168252",-2.15715223435377
"Person.ID.168382","Person.ID.168382",-18.3023117672502
"Person.ID.168432","Person.ID.168432",-1.02679800827373
"Person.ID.168437","Person.ID.168437",0.098861364270168
"Person.ID.168467","Person.ID.168467",-0.492344496579667
"Person.ID.168472","Person.ID.168472",0.354678133700271
"Person.ID.168502","Person.ID.168502",18.4368289905119
"Person.ID.168512","Person.ID.168512",-19.4604180628846
"Person.ID.168517","Person.ID.168517",-0.0805996208676798
"Person.ID.168567","Person.ID.168567",-1.32858397153085
"Person.ID.168582","Person.ID.168582",-1.04441170144836
"Person.ID.168587","Person.ID.168587",-1.84798004331415
"Person.ID.168622","Person.ID.168622",-0.192634986879428
"Person.ID.168692","Person.ID.168692",-2.25380352540662
"Person.ID.168732","Person.ID.168732",-1.71860936387029
"Person.ID.168782","Person.ID.168782",-0.0797323649926463
"Person.ID.168817","Person.ID.168817",-0.27474653974783
"Person.ID.168902","Person.ID.168902",-18.1286281588082
"Person.ID.169012","Person.ID.169012",-0.978412306145452
"Person.ID.169032","Person.ID.169032",-1.55561380717239
"Person.ID.169142","Person.ID.169142",-1.38238122737232
"Person.ID.169152","Person.ID.169152",-1.48566710226381
"Person.ID.169212","Person.ID.169212",0.00783118569103062
"Person.ID.169222","Person.ID.169222",-0.19600857072996
"Person.ID.169352","Person.ID.169352",16.5244236800223
"Person.ID.169392","Person.ID.169392",-0.322131159075191
"Person.ID.169432","Person.ID.169432",-1.1490735988325
"Person.ID.169457","Person.ID.169457",-19.6756890085293
"Person.ID.169482","Person.ID.169482",-0.361015597012148
"Person.ID.169517","Person.ID.169517",-0.50437168585662
"Person.ID.169657","Person.ID.169657",-1.84155370056555
"Person.ID.169712","Person.ID.169712",-0.946874369035887
"Person.ID.169732","Person.ID.169732",-3.06955832759886
"Person.ID.169812","Person.ID.169812",0.444481045573717
"Person.ID.169952","Person.ID.169952",-1.75678130603633
"Person.ID.170212","Person.ID.170212",-18.4128924588594
"Person.ID.170227","Person.ID.170227",-1.20638872276151
"Person.ID.170272","Person.ID.170272",15.4574315779689
"Person.ID.170322","Person.ID.170322",-0.927579670617898
"Person.ID.170327","Person.ID.170327",-1.0475477916962
"Person.ID.170362","Person.ID.170362",-1.67304612874294
"Person.ID.170452","Person.ID.170452",-0.199693495863296
"Person.ID.170457","Person.ID.170457",34.852216761937
"Person.ID.170487","Person.ID.170487",0.7001004146627
"Person.ID.170542","Person.ID.170542",-0.265397709890152
"Person.ID.170602","Person.ID.170602",-2.34141741275362
"Person.ID.170647","Person.ID.170647",17.6227806174276
"Person.ID.170662","Person.ID.170662",-0.968138035414342
"Person.ID.170682","Person.ID.170682",-0.429166048562385
"Person.ID.170707","Person.ID.170707",-1.96468131691311
"Person.ID.170712","Person.ID.170712",17.9585803873061
"Person.ID.170767","Person.ID.170767",-0.671066791974155
"Person.ID.170832","Person.ID.170832",0.646841637826573
"Person.ID.170897","Person.ID.170897",-1.88019712105286
"Person.ID.170907","Person.ID.170907",17.6316036838584
"Person.ID.170947","Person.ID.170947",-1.33196435873247
"Person.ID.170987","Person.ID.170987",-0.473026076377742
"Person.ID.171037","Person.ID.171037",-1.58160382366809
"Person.ID.171127","Person.ID.171127",-0.89863202296096
"Person.ID.171247","Person.ID.171247",17.214596257793
"Person.ID.171347","Person.ID.171347",-1.53809487544213
"Person.ID.171402","Person.ID.171402",-3.25025055703847
"Person.ID.171432","Person.ID.171432",1.15653621132873
"Person.ID.171442","Person.ID.171442",-2.97860923122821
"Person.ID.171712","Person.ID.171712",-2.05080747320296
"Person.ID.171727","Person.ID.171727",-0.651913343397891
"Person.ID.171752","Person.ID.171752",-2.81525607795844
"Person.ID.171867","Person.ID.171867",-2.02664831503407
"Person.ID.171872","Person.ID.171872",-2.83755085864374
"Person.ID.171917","Person.ID.171917",-1.70697114377273
"Person.ID.171932","Person.ID.171932",-18.5795724956033
"Person.ID.171982","Person.ID.171982",-0.129115042610631
"Person.ID.172037","Person.ID.172037",0.513616256370309
"Person.ID.172087","Person.ID.172087",-19.4523219545724
"Person.ID.172177","Person.ID.172177",-2.19470776386956
"Person.ID.172267","Person.ID.172267",15.574434929846
"Person.ID.172317","Person.ID.172317",-2.43740914231181
"Person.ID.172337","Person.ID.172337",17.1890775603037
"Person.ID.172422","Person.ID.172422",-1.37814772829976
"Person.ID.172432","Person.ID.172432",-0.609015003262344
"Person.ID.172447","Person.ID.172447",0.0348222176274441
"Person.ID.172467","Person.ID.172467",-0.0582749684423328
"Person.ID.172532","Person.ID.172532",-2.1661916015277
"Person.ID.172537","Person.ID.172537",-0.358372906595371
"Person.ID.172562","Person.ID.172562",-19.1952354008348
"Person.ID.172622","Person.ID.172622",-17.4310380021267
"Person.ID.172652","Person.ID.172652",-18.0282484509409
"Person.ID.172672","Person.ID.172672",-19.4607375849201
"Person.ID.172722","Person.ID.172722",-0.958823177209381
"Person.ID.172957","Person.ID.172957",-1.94739365553419
"Person.ID.172987","Person.ID.172987",16.733003205407
"Person.ID.173017","Person.ID.173017",0.967693007444303
"Person.ID.173037","Person.ID.173037",17.6929252930391
"Person.ID.173087","Person.ID.173087",16.0106303720336
"Person.ID.173187","Person.ID.173187",17.4010383858747
"Person.ID.173352","Person.ID.173352",1.02568393997096
"Person.ID.173402","Person.ID.173402",-1.29425828675965
"Person.ID.173417","Person.ID.173417",-0.310636226142203
"Person.ID.173422","Person.ID.173422",-0.399992019849484
"Person.ID.173497","Person.ID.173497",-18.399499799427
"Person.ID.173502","Person.ID.173502",-0.849652190603225
"Person.ID.173512","Person.ID.173512",-3.71393390842788
"Person.ID.173522","Person.ID.173522",17.3222976127218
"Person.ID.173547","Person.ID.173547",-0.367230000903163
"Person.ID.173612","Person.ID.173612",-1.80048661345944
"Person.ID.173627","Person.ID.173627",-1.36280029715819
"Person.ID.173652","Person.ID.173652",-18.0540498447043
"Person.ID.173707","Person.ID.173707",-18.8091739942236
"Person.ID.173712","Person.ID.173712",-2.02639225800198
"Person.ID.173717","Person.ID.173717",-18.1254307319183
"Person.ID.173757","Person.ID.173757",-0.473563484954691
"Person.ID.173882","Person.ID.173882",0.188034677804115
"Person.ID.173917","Person.ID.173917",-0.341266130316643
"Person.ID.173942","Person.ID.173942",-1.14673060022905
"Person.ID.174012","Person.ID.174012",-2.41996315576028
"Person.ID.174047","Person.ID.174047",-2.77605821394721
"Person.ID.174077","Person.ID.174077",-0.143310030885929
"Person.ID.174142","Person.ID.174142",3.21369564081036
"Person.ID.174162","Person.ID.174162",-0.098785979518584
"Person.ID.174292","Person.ID.174292",-19.25968395369
"Person.ID.174302","Person.ID.174302",-0.605548512097833
"Person.ID.174312","Person.ID.174312",-0.925459300488662
"Person.ID.174372","Person.ID.174372",0.23862618756297
"Person.ID.174487","Person.ID.174487",-0.0452989011370234
"Person.ID.174492","Person.ID.174492",-0.85672840587571
"Person.ID.174512","Person.ID.174512",-0.948521101993185
"Person.ID.174527","Person.ID.174527",-1.74210258513123
"Person.ID.174542","Person.ID.174542",-17.826248818485
"Person.ID.174692","Person.ID.174692",-1.29758721993345
"Person.ID.174697","Person.ID.174697",17.1365907620428
"Person.ID.174702","Person.ID.174702",17.4860877720945
"Person.ID.174722","Person.ID.174722",16.1519382557482
"Person.ID.174772","Person.ID.174772",16.7934154449367
"Person.ID.174822","Person.ID.174822",-1.56061886749353
"Person.ID.174827","Person.ID.174827",-1.85215229685512
"Person.ID.174832","Person.ID.174832",-1.06628567309437
"Person.ID.174877","Person.ID.174877",17.1050949322446
"Person.ID.174917","Person.ID.174917",16.7823044863793
"Person.ID.174932","Person.ID.174932",-1.99334957994868
"Person.ID.174947","Person.ID.174947",-1.29491338476988
"Person.ID.175037","Person.ID.175037",-17.9793749672921
"Person.ID.175052","Person.ID.175052",-19.5714780993513
"Person.ID.175127","Person.ID.175127",-0.703537726836223
"Person.ID.175142","Person.ID.175142",-18.815159381533
"Person.ID.175377","Person.ID.175377",-2.63691634724102
"Person.ID.175407","Person.ID.175407",0.221619627724076
"Person.ID.175412","Person.ID.175412",0.724423411228926
"Person.ID.175437","Person.ID.175437",20.4677217018179
"Person.ID.175447","Person.ID.175447",0.724571993816294
"Person.ID.175457","Person.ID.175457",1.60173234909201
"Person.ID.175492","Person.ID.175492",-17.6955216168587
"Person.ID.175572","Person.ID.175572",0.647309060206836
"Person.ID.175587","Person.ID.175587",1.72138759821529
"Person.ID.175647","Person.ID.175647",35.4455573650018
"Person.ID.175662","Person.ID.175662",16.6227967716888
"Person.ID.175747","Person.ID.175747",-2.51212166049388
"Person.ID.175792","Person.ID.175792",-1.36547113737247
"Person.ID.175942","Person.ID.175942",-0.271872575696003
"Person.ID.175972","Person.ID.175972",-0.659930388983419
"Person.ID.175992","Person.ID.175992",-1.72232266693522
"Person.ID.176007","Person.ID.176007",-1.14523373397956
"Person.ID.176022","Person.ID.176022",1.82651236103465
"Person.ID.176237","Person.ID.176237",-1.57254736579038
"Person.ID.176297","Person.ID.176297",-0.113941279581706
"Person.ID.176307","Person.ID.176307",-20.6329275188699
"Person.ID.176312","Person.ID.176312",-2.35581415503275
"Person.ID.176352","Person.ID.176352",-1.48354214037775
"Person.ID.176432","Person.ID.176432",-1.57514512122431
"Person.ID.176627","Person.ID.176627",-1.14776694746781
"Person.ID.176732","Person.ID.176732",-2.15519730187262
"Person.ID.176752","Person.ID.176752",-19.0134070040547
"Person.ID.176757","Person.ID.176757",-3.20149065668702
"Person.ID.176777","Person.ID.176777",15.701800473821
"Person.ID.176792","Person.ID.176792",-19.6097726755503
"Person.ID.176812","Person.ID.176812",-20.0459182117301
"Person.ID.177067","Person.ID.177067",-2.15229618942336
"Person.ID.177077","Person.ID.177077",-1.75315445487205
"Person.ID.177112","Person.ID.177112",-0.954107096904401
"Person.ID.177147","Person.ID.177147",-18.3227224563871
"Person.ID.177162","Person.ID.177162",-0.546557579740058
"Person.ID.177182","Person.ID.177182",0.600903475730838
"Person.ID.177242","Person.ID.177242",-17.7831152262779
"Person.ID.177277","Person.ID.177277",-1.79532911764514
"Person.ID.177292","Person.ID.177292",17.7036008267148
"Person.ID.177297","Person.ID.177297",-1.44126542325556
"Person.ID.177342","Person.ID.177342",-1.74093772275042
"Person.ID.177392","Person.ID.177392",-1.78634240305945
"Person.ID.177402","Person.ID.177402",0.84782694637668
"Person.ID.177457","Person.ID.177457",-2.48885838826209
"Person.ID.177467","Person.ID.177467",0.406305184786221
"Person.ID.177477","Person.ID.177477",-19.0982544042444
"Person.ID.177582","Person.ID.177582",-1.70684749132032
"Person.ID.177622","Person.ID.177622",0.491947762631844
"Person.ID.177652","Person.ID.177652",-0.297443547666746
"Person.ID.177717","Person.ID.177717",-2.47859853188006
"Person.ID.177807","Person.ID.177807",-2.06498803919679
"Person.ID.177817","Person.ID.177817",-2.08794899646034
"Person.ID.177832","Person.ID.177832",16.2252900699062
"Person.ID.177877","Person.ID.177877",-18.9377513413704
"Person.ID.177887","Person.ID.177887",-1.5504643261947
"Person.ID.177907","Person.ID.177907",-17.4382047129871
"Person.ID.177977","Person.ID.177977",-1.20010945705781
"Person.ID.177987","Person.ID.177987",-2.15501097899322
"Person.ID.178132","Person.ID.178132",16.7927228287182
"Person.ID.178222","Person.ID.178222",1.35323400856942
"Person.ID.178342","Person.ID.178342",-0.700932793283046
"Person.ID.178537","Person.ID.178537",-0.67531446491549
"Person.ID.178562","Person.ID.178562",-1.02629121464357
"Person.ID.178602","Person.ID.178602",-1.49429510583681
"Person.ID.178607","Person.ID.178607",-0.2651798991228
"Person.ID.178612","Person.ID.178612",0.0879033964882109
"Person.ID.178637","Person.ID.178637",-16.1377394320441
"Person.ID.178752","Person.ID.178752",-0.318092730060927
"Person.ID.178762","Person.ID.178762",-1.45895834040118
"Person.ID.178782","Person.ID.178782",-3.39203455197121
"Person.ID.178807","Person.ID.178807",-1.65164819834253
"Person.ID.178817","Person.ID.178817",0.207549649739237
"Person.ID.178822","Person.ID.178822",-2.59591356307493
"Person.ID.178827","Person.ID.178827",-1.34546024387283
"Person.ID.178887","Person.ID.178887",-2.49005148342202
"Person.ID.178897","Person.ID.178897",-17.3646620090231
"Person.ID.178922","Person.ID.178922",-1.07078886336864
"Person.ID.178927","Person.ID.178927",1.33009992395448
"Person.ID.178947","Person.ID.178947",-2.75211659372237
"Person.ID.178962","Person.ID.178962",-1.21315922561485
"Person.ID.178967","Person.ID.178967",-1.75777777245603
"Person.ID.178977","Person.ID.178977",-1.11061838735604
"Person.ID.178992","Person.ID.178992",-2.49024598988026
"Person.ID.179022","Person.ID.179022",0.305692417029064
"Person.ID.179032","Person.ID.179032",0.980943174289772
"Person.ID.179057","Person.ID.179057",-0.583532304800787
"Person.ID.179062","Person.ID.179062",-18.3754335125992
"Person.ID.179122","Person.ID.179122",-1.74475398567083
"Person.ID.179142","Person.ID.179142",-2.12292228441545
"Person.ID.179182","Person.ID.179182",-18.1530631974009
"Person.ID.179192","Person.ID.179192",-1.2902907044551
"Person.ID.179217","Person.ID.179217",-0.872526173714454
"Person.ID.179227","Person.ID.179227",0.44803981190159
"Person.ID.179232","Person.ID.179232",-18.363333140841
"Person.ID.179242","Person.ID.179242",-1.55995646832014
"Person.ID.179277","Person.ID.179277",16.9400351902508
"Person.ID.179462","Person.ID.179462",17.332980383294
"Person.ID.179532","Person.ID.179532",16.0603767928728
"Person.ID.179562","Person.ID.179562",-1.34574643801937
"Person.ID.179567","Person.ID.179567",-0.168367232700213
"Person.ID.179602","Person.ID.179602",-0.928210475801481
"Person.ID.179612","Person.ID.179612",-19.7396566480163
"Person.ID.179632","Person.ID.179632",-2.02067239018096
"Person.ID.179652","Person.ID.179652",-1.68360882238974
"Person.ID.179702","Person.ID.179702",-20.1547832476381
"Person.ID.179712","Person.ID.179712",-2.20340086228214
"Person.ID.179742","Person.ID.179742",0.158188041081296
"Person.ID.179787","Person.ID.179787",-1.14254501343293
"Person.ID.179802","Person.ID.179802",-1.6720923467933
"Person.ID.179907","Person.ID.179907",-3.22536892876176
"Person.ID.180037","Person.ID.180037",-1.43301565986
"Person.ID.180047","Person.ID.180047",-18.1453333830671
"Person.ID.180057","Person.ID.180057",-0.44323353949491
"Person.ID.180062","Person.ID.180062",-0.802136209805945
"Person.ID.180077","Person.ID.180077",-0.532096789772346
"Person.ID.180137","Person.ID.180137",0.121797063571063
"Person.ID.180172","Person.ID.180172",-19.7692288556193
"Person.ID.180187","Person.ID.180187",-0.116195501668177
"Person.ID.180197","Person.ID.180197",-2.78402307216172
"Person.ID.180212","Person.ID.180212",-0.718636790816128
"Person.ID.180217","Person.ID.180217",-17.3829408093442
"Person.ID.180232","Person.ID.180232",0.349220245798675
"Person.ID.180257","Person.ID.180257",0.443888513457486
"Person.ID.180322","Person.ID.180322",17.2859549849419
"Person.ID.180372","Person.ID.180372",17.0150358273179
"Person.ID.180377","Person.ID.180377",15.1314610648631
"Person.ID.180382","Person.ID.180382",-1.86563200707015
"Person.ID.180387","Person.ID.180387",-0.0227664993683403
"Person.ID.180392","Person.ID.180392",-1.4809590545728
"Person.ID.180412","Person.ID.180412",15.956714423708
"Person.ID.180437","Person.ID.180437",0.070006902966684
"Person.ID.180457","Person.ID.180457",-0.878984205287125
"Person.ID.180477","Person.ID.180477",-0.833873969848779
"Person.ID.180502","Person.ID.180502",-1.09788863054466
"Person.ID.180677","Person.ID.180677",17.2826366473372
"Person.ID.180687","Person.ID.180687",16.9440885144611
"Person.ID.180692","Person.ID.180692",-1.50990346170299
"Person.ID.180702","Person.ID.180702",-3.33456169705106
"Person.ID.180722","Person.ID.180722",15.6937312806682
"Person.ID.180737","Person.ID.180737",-0.380102045905618
"Person.ID.180817","Person.ID.180817",17.6697022787055
"Person.ID.180942","Person.ID.180942",15.8184897124674
"Person.ID.180982","Person.ID.180982",17.7975316541132
"Person.ID.181037","Person.ID.181037",-0.117249947579487
"Person.ID.181067","Person.ID.181067",-0.380072542423208
"Person.ID.181087","Person.ID.181087",-37.3160267709115
"Person.ID.181117","Person.ID.181117",15.5631097184901
"Person.ID.181187","Person.ID.181187",15.2468966760179
"Person.ID.181352","Person.ID.181352",-1.99896496297222
"Person.ID.181592","Person.ID.181592",-0.680039330311104
"Person.ID.181642","Person.ID.181642",-1.03107248315915
"Person.ID.181702","Person.ID.181702",-2.4148115105919
"Person.ID.181792","Person.ID.181792",-0.415910675053463
"Person.ID.181822","Person.ID.181822",17.3218396511567
"Person.ID.181907","Person.ID.181907",-19.6336070883235
"Person.ID.182022","Person.ID.182022",0.665269949069268
"Person.ID.182072","Person.ID.182072",-1.09765064598734
